transaction_id,order_id,merchant_id,customer_id,transaction_date,transaction_timestamp,transaction_status,payment_method,order_amount,customer_paid_amount,merchant_received_amount,tabby_fee_amount,installment_plan,first_installment_amount,subsequent_installment_amount,authorization_to_capture_hours,capture_to_settlement_hours,risk_score,is_fraudulent
TXN_00000135,ORD_00000135,MERCH_0031,CUST_003687,2024-04-06,2024-04-06 22:10:47,settled,bnpl_4installments,169.55,169.55,162.23,7.32,4.0,42.39,42.39,1.35,34.14,0.168,False
TXN_00000136,ORD_00000136,MERCH_0018,CUST_004271,2024-05-13,2024-05-13 12:48:15,settled,card,50.0,50.0,48.7,1.3,,,,0.53,1.89,0.444,False
TXN_00000137,ORD_00000137,MERCH_0018,CUST_003604,2024-02-14,2024-02-14 15:40:15,settled,bnpl_3installments,257.1,257.1,250.44,6.66,3.0,85.7,85.7,0.51,36.5,0.324,False
TXN_00000138,ORD_00000138,MERCH_0016,CUST_002226,2024-05-13,2024-05-13 09:45:18,settled,card,300.25,300.25,285.93,14.32,,,,1.45,29.29,0.21,False
TXN_00000139,ORD_00000139,MERCH_0035,CUST_000661,2024-03-20,2024-03-20 13:20:57,failed,card,616.27,616.27,590.88,25.39,,,,,,0.482,False
TXN_00000140,ORD_00000140,MERCH_0025,CUST_001252,2024-06-04,2024-06-04 10:09:14,settled,bnpl_4installments,89.42,89.42,86.88,2.54,4.0,22.36,22.36,1.97,14.77,0.755,False
TXN_00000141,ORD_00000141,MERCH_0027,CUST_003340,2024-04-28,2024-04-28 19:13:04,settled,bnpl_4installments,103.27,103.27,100.77,2.5,4.0,25.82,25.82,1.55,18.64,0.326,False
TXN_00000142,ORD_00000142,MERCH_0027,CUST_000511,2024-01-10,2024-01-10 13:34:29,settled,bnpl_4installments,527.71,527.71,514.94,12.77,4.0,131.93,131.93,1.37,45.07,0.0,False
TXN_00000143,ORD_00000143,MERCH_0025,CUST_004785,2024-02-11,2024-02-11 11:53:26,settled,card,62.84,62.84,61.06,1.78,,,,1.47,2.9,0.022,False
TXN_00000144,ORD_00000144,MERCH_0037,CUST_003117,2024-02-17,2024-02-17 19:01:54,settled,bnpl_4installments,273.88,273.88,262.08,11.8,4.0,68.47,68.47,1.2,7.92,0.343,False
TXN_00000145,ORD_00000145,MERCH_0020,CUST_003195,2024-03-06,2024-03-06 15:00:22,settled,card,51.37,51.37,49.84,1.53,,,,1.28,28.33,0.488,False
TXN_00000146,ORD_00000146,MERCH_0027,CUST_004410,2024-02-29,2024-02-29 21:57:53,settled,bnpl_3installments,182.18,182.18,177.77,4.41,3.0,60.73,60.73,1.64,4.07,0.429,False
TXN_00000147,ORD_00000147,MERCH_0039,CUST_001807,2024-02-25,2024-02-25 19:47:34,settled,bnpl_4installments,392.62,392.62,380.53,12.09,4.0,98.16,98.16,0.43,44.27,0.207,False
TXN_00000148,ORD_00000148,MERCH_0028,CUST_003979,2024-05-06,2024-05-06 15:14:17,settled,bnpl_4installments,73.18,73.18,69.95,3.23,4.0,18.3,18.3,1.59,31.26,0.334,False
TXN_00000149,ORD_00000149,MERCH_0026,CUST_001353,2024-03-16,2024-03-16 08:24:21,authorized,bnpl_4installments,284.48,284.48,274.15,10.33,4.0,71.12,71.12,,,0.376,False
TXN_00000150,ORD_00000150,MERCH_0009,CUST_004376,2024-03-10,2024-03-10 21:29:58,settled,bnpl_4installments,318.16,318.16,306.58,11.58,4.0,79.54,79.54,1.34,30.67,0.356,False
TXN_00000151,ORD_00000151,MERCH_0038,CUST_004624,2024-04-16,2024-04-16 08:58:25,settled,bnpl_3installments,50.0,50.0,48.89,1.11,3.0,16.67,16.67,0.6,22.76,0.381,False
TXN_00000152,ORD_00000152,MERCH_0028,CUST_001112,2024-01-13,2024-01-13 18:01:05,captured,bnpl_4installments,56.03,56.03,53.56,2.47,4.0,14.01,14.01,1.52,,0.204,False
TXN_00000153,ORD_00000153,MERCH_0004,CUST_002132,2024-05-17,2024-05-17 21:29:11,settled,bnpl_4installments,50.0,50.0,47.63,2.37,4.0,12.5,12.5,1.67,41.65,0.652,False
TXN_00000154,ORD_00000154,MERCH_0030,CUST_002678,2024-02-26,2024-02-26 14:20:13,settled,bnpl_4installments,668.27,668.27,635.12,33.15,4.0,167.07,167.07,0.46,13.77,0.589,False
TXN_00000155,ORD_00000155,MERCH_0025,CUST_002280,2024-05-28,2024-05-28 13:48:56,settled,bnpl_4installments,249.56,249.56,242.47,7.09,4.0,62.39,62.39,1.18,2.69,0.215,False
TXN_00000156,ORD_00000156,MERCH_0017,CUST_000671,2024-03-14,2024-03-14 20:53:26,settled,bnpl_3installments,502.96,502.96,491.54,11.42,3.0,167.65,167.65,1.62,11.75,0.023,False
TXN_00000157,ORD_00000157,MERCH_0035,CUST_000427,2024-03-31,2024-03-31 15:01:47,authorized,bnpl_4installments,109.84,109.84,105.31,4.53,4.0,27.46,27.46,,,0.585,False
TXN_00000158,ORD_00000158,MERCH_0005,CUST_000330,2024-05-16,2024-05-16 13:14:41,settled,bnpl_3installments,737.0,737.0,716.51,20.49,3.0,245.67,245.67,0.87,16.48,0.109,False
TXN_00000159,ORD_00000159,MERCH_0013,CUST_000167,2024-05-04,2024-05-04 20:01:15,settled,bnpl_4installments,53.44,53.44,50.86,2.58,4.0,13.36,13.36,1.44,46.35,0.451,False
TXN_00000160,ORD_00000160,MERCH_0009,CUST_003880,2024-05-10,2024-05-10 17:09:15,settled,bnpl_4installments,235.94,235.94,227.35,8.59,4.0,58.98,58.98,1.74,32.07,0.067,False
TXN_00000161,ORD_00000161,MERCH_0014,CUST_003810,2024-03-19,2024-03-19 18:07:36,settled,bnpl_4installments,270.6,270.6,257.94,12.66,4.0,67.65,67.65,1.74,2.24,0.242,False
TXN_00000162,ORD_00000162,MERCH_0024,CUST_001375,2024-04-16,2024-04-16 19:16:49,settled,card,51.75,51.75,50.16,1.59,,,,0.69,23.88,0.133,False
TXN_00000163,ORD_00000163,MERCH_0008,CUST_001342,2024-04-23,2024-04-23 17:38:47,settled,card,273.16,273.16,263.44,9.72,,,,0.66,16.7,0.265,False
TXN_00000164,ORD_00000164,MERCH_0002,CUST_002556,2024-03-31,2024-03-31 12:06:37,settled,bnpl_4installments,196.84,196.84,189.97,6.87,4.0,49.21,49.21,0.51,15.11,0.296,False
TXN_00000165,ORD_00000165,MERCH_0025,CUST_003250,2024-03-29,2024-03-29 17:43:58,settled,bnpl_3installments,79.64,79.64,77.38,2.26,3.0,26.55,26.55,1.24,3.46,0.504,False
TXN_00000166,ORD_00000166,MERCH_0038,CUST_001990,2024-03-08,2024-03-08 19:12:04,settled,bnpl_4installments,123.41,123.41,120.67,2.74,4.0,30.85,30.85,1.46,18.36,0.0,False
TXN_00000167,ORD_00000167,MERCH_0020,CUST_004919,2024-04-03,2024-04-03 09:44:49,settled,bnpl_4installments,50.0,50.0,48.51,1.49,4.0,12.5,12.5,1.03,32.49,0.704,False
TXN_00000168,ORD_00000168,MERCH_0037,CUST_000337,2024-02-26,2024-02-26 20:07:50,settled,bnpl_4installments,50.0,50.0,47.85,2.15,4.0,12.5,12.5,0.56,37.42,0.309,False
TXN_00000169,ORD_00000169,MERCH_0024,CUST_000565,2024-01-17,2024-01-17 13:34:27,settled,card,391.98,391.98,379.95,12.03,,,,1.68,22.81,0.0,False
TXN_00000170,ORD_00000170,MERCH_0001,CUST_003442,2024-05-24,2024-05-24 16:41:21,settled,bnpl_3installments,75.25,75.25,73.47,1.78,3.0,25.08,25.08,1.15,45.1,0.629,False
TXN_00000171,ORD_00000171,MERCH_0028,CUST_002968,2024-04-09,2024-04-09 21:31:06,failed,card,273.49,273.49,261.43,12.06,,,,,,0.25,False
TXN_00000172,ORD_00000172,MERCH_0030,CUST_001254,2024-05-26,2024-05-26 18:57:53,settled,bnpl_4installments,190.3,190.3,180.86,9.44,4.0,47.58,47.58,1.21,40.18,0.528,False
TXN_00000173,ORD_00000173,MERCH_0034,CUST_002213,2024-03-15,2024-03-15 14:11:46,settled,bnpl_4installments,443.1,443.1,423.38,19.72,4.0,110.78,110.78,1.12,30.83,0.282,False
TXN_00000174,ORD_00000174,MERCH_0035,CUST_003961,2024-02-03,2024-02-03 17:51:58,captured,bnpl_3installments,124.31,124.31,119.19,5.12,3.0,41.44,41.44,1.62,,0.534,False
TXN_00000175,ORD_00000175,MERCH_0038,CUST_002199,2024-03-01,2024-03-01 15:27:52,settled,bnpl_4installments,57.05,57.05,55.78,1.27,4.0,14.26,14.26,1.13,22.75,0.32,False
TXN_00000176,ORD_00000176,MERCH_0006,CUST_002285,2024-04-20,2024-04-20 13:54:15,captured,bnpl_4installments,406.0,406.0,389.8,16.2,4.0,101.5,101.5,0.24,,0.202,False
TXN_00000177,ORD_00000177,MERCH_0030,CUST_004669,2024-03-21,2024-03-21 22:28:15,settled,card,120.51,120.51,114.53,5.98,,,,1.2,19.26,0.383,False
TXN_00000178,ORD_00000178,MERCH_0022,CUST_000236,2024-04-01,2024-04-01 17:42:24,captured,bnpl_4installments,57.54,57.54,55.92,1.62,4.0,14.38,14.38,1.26,,0.304,False
TXN_00000179,ORD_00000179,MERCH_0012,CUST_003995,2024-05-13,2024-05-13 15:54:20,authorized,bnpl_4installments,64.66,64.66,61.86,2.8,4.0,16.16,16.16,,,0.517,False
TXN_00000180,ORD_00000180,MERCH_0017,CUST_002789,2024-05-14,2024-05-14 11:22:51,settled,card,438.56,438.56,428.6,9.96,,,,0.18,1.63,0.654,False
TXN_00000181,ORD_00000181,MERCH_0018,CUST_004554,2024-04-15,2024-04-15 12:56:38,settled,bnpl_4installments,84.93,84.93,82.73,2.2,4.0,21.23,21.23,0.57,1.01,0.478,False
TXN_00000182,ORD_00000182,MERCH_0006,CUST_001978,2024-04-11,2024-04-11 08:33:12,settled,bnpl_4installments,60.91,60.91,58.48,2.43,4.0,15.23,15.23,0.4,43.64,0.222,False
TXN_00000183,ORD_00000183,MERCH_0036,CUST_001969,2024-04-05,2024-04-05 19:26:31,settled,bnpl_4installments,94.08,94.08,90.14,3.94,4.0,23.52,23.52,0.43,28.89,0.39,False
TXN_00000184,ORD_00000184,MERCH_0032,CUST_003672,2024-04-21,2024-04-21 19:30:41,settled,bnpl_4installments,50.0,50.0,48.7,1.3,4.0,12.5,12.5,1.85,4.79,0.474,False
TXN_00000185,ORD_00000185,MERCH_0019,CUST_001816,2024-02-12,2024-02-12 20:01:05,failed,bnpl_4installments,59.58,59.58,58.3,1.28,4.0,14.89,14.89,,,0.527,False
TXN_00000186,ORD_00000186,MERCH_0020,CUST_004765,2024-02-02,2024-02-02 14:44:15,settled,bnpl_3installments,179.66,179.66,174.31,5.35,3.0,59.89,59.89,1.72,5.11,0.461,False
TXN_00000187,ORD_00000187,MERCH_0034,CUST_002817,2024-04-18,2024-04-18 13:30:35,failed,card,167.37,167.37,159.92,7.45,,,,,,0.335,False
TXN_00000188,ORD_00000188,MERCH_0022,CUST_002883,2024-05-27,2024-05-27 14:47:35,settled,bnpl_4installments,143.48,143.48,139.45,4.03,4.0,35.87,35.87,0.4,46.93,0.3,False
TXN_00000189,ORD_00000189,MERCH_0020,CUST_002060,2024-01-13,2024-01-13 19:29:17,settled,bnpl_4installments,96.47,96.47,93.6,2.87,4.0,24.12,24.12,0.46,23.89,0.716,False
TXN_00000190,ORD_00000190,MERCH_0013,CUST_002585,2024-02-17,2024-02-17 11:07:46,settled,bnpl_4installments,298.8,298.8,284.4,14.4,4.0,74.7,74.7,1.44,35.52,0.033,False
TXN_00000191,ORD_00000191,MERCH_0012,CUST_001570,2024-03-15,2024-03-15 09:47:34,settled,bnpl_4installments,287.34,287.34,274.9,12.44,4.0,71.83,71.83,0.4,46.0,0.345,False
TXN_00000192,ORD_00000192,MERCH_0018,CUST_004830,2024-02-27,2024-02-27 11:47:30,settled,bnpl_3installments,154.38,154.38,150.38,4.0,3.0,51.46,51.46,0.16,11.18,0.138,False
TXN_00000193,ORD_00000193,MERCH_0019,CUST_000824,2024-03-07,2024-03-07 20:33:38,settled,card,107.82,107.82,105.51,2.31,,,,0.2,33.38,0.06,False
TXN_00000194,ORD_00000194,MERCH_0015,CUST_002957,2024-05-29,2024-05-29 21:12:18,settled,card,108.17,108.17,104.07,4.1,,,,0.14,45.32,0.277,False
TXN_00000195,ORD_00000195,MERCH_0035,CUST_001037,2024-03-17,2024-03-17 10:19:00,settled,bnpl_3installments,209.77,209.77,201.13,8.64,3.0,69.92,69.92,0.58,2.47,0.227,False
TXN_00000196,ORD_00000196,MERCH_0036,CUST_002394,2024-04-20,2024-04-20 12:02:03,settled,bnpl_4installments,98.18,98.18,94.07,4.11,4.0,24.55,24.55,0.4,26.44,0.157,False
TXN_00000197,ORD_00000197,MERCH_0032,CUST_000841,2024-02-09,2024-02-09 19:08:40,settled,bnpl_3installments,350.85,350.85,341.73,9.12,3.0,116.95,116.95,1.34,7.43,0.465,False
TXN_00000198,ORD_00000198,MERCH_0019,CUST_003846,2024-04-11,2024-04-11 21:00:36,settled,card,169.49,169.49,165.86,3.63,,,,1.96,33.66,0.159,False
TXN_00000199,ORD_00000199,MERCH_0012,CUST_000421,2024-03-26,2024-03-26 15:28:21,settled,bnpl_4installments,124.68,124.68,119.28,5.4,4.0,31.17,31.17,1.34,8.94,0.251,False
TXN_00000200,ORD_00000200,MERCH_0008,CUST_000536,2024-01-13,2024-01-13 12:55:30,settled,card,298.44,298.44,287.82,10.62,,,,1.35,9.84,0.458,False
TXN_00000201,ORD_00000201,MERCH_0037,CUST_000440,2024-02-07,2024-02-07 14:31:04,failed,card,421.14,421.14,402.99,18.15,,,,,,0.354,True
TXN_00000202,ORD_00000202,MERCH_0037,CUST_002490,2024-03-27,2024-03-27 10:09:51,settled,card,62.71,62.71,60.01,2.7,,,,1.61,26.66,0.484,False
TXN_00000203,ORD_00000203,MERCH_0036,CUST_003410,2024-03-16,2024-03-16 09:15:07,settled,bnpl_3installments,531.34,531.34,509.08,22.26,3.0,177.11,177.11,1.66,20.35,0.183,False
TXN_00000204,ORD_00000204,MERCH_0040,CUST_001849,2024-03-08,2024-03-08 17:38:50,settled,bnpl_4installments,285.59,285.59,278.88,6.71,4.0,71.4,71.4,0.82,17.57,0.314,False
TXN_00000205,ORD_00000205,MERCH_0029,CUST_003627,2024-05-05,2024-05-05 20:33:24,settled,bnpl_4installments,61.1,61.1,59.74,1.36,4.0,15.28,15.28,1.33,7.32,0.638,False
TXN_00000206,ORD_00000206,MERCH_0028,CUST_002502,2024-02-09,2024-02-09 12:55:37,settled,bnpl_4installments,322.91,322.91,308.67,14.24,4.0,80.73,80.73,1.78,7.99,0.577,False
TXN_00000207,ORD_00000207,MERCH_0040,CUST_000813,2024-05-20,2024-05-20 17:39:03,settled,bnpl_3installments,50.0,50.0,48.82,1.18,3.0,16.67,16.67,0.68,17.26,0.876,False
TXN_00000208,ORD_00000208,MERCH_0014,CUST_002168,2024-01-05,2024-01-05 20:13:40,settled,bnpl_4installments,146.62,146.62,139.76,6.86,4.0,36.66,36.66,0.93,33.46,0.544,False
TXN_00000209,ORD_00000209,MERCH_0016,CUST_001424,2024-02-25,2024-02-25 18:05:10,settled,bnpl_4installments,50.0,50.0,47.62,2.38,4.0,12.5,12.5,1.77,25.6,0.65,False
TXN_00000210,ORD_00000210,MERCH_0001,CUST_003347,2024-04-21,2024-04-21 16:04:10,failed,bnpl_4installments,50.0,50.0,48.82,1.18,4.0,12.5,12.5,,,0.353,False
TXN_00000211,ORD_00000211,MERCH_0031,CUST_002386,2024-02-21,2024-02-21 15:44:38,failed,bnpl_3installments,247.95,247.95,237.24,10.71,3.0,82.65,82.65,,,0.413,False
TXN_00000212,ORD_00000212,MERCH_0019,CUST_003720,2024-06-09,2024-06-09 08:14:18,authorized,bnpl_4installments,50.0,50.0,48.93,1.07,4.0,12.5,12.5,,,0.228,False
TXN_00000213,ORD_00000213,MERCH_0017,CUST_004832,2024-04-09,2024-04-09 09:43:14,settled,bnpl_3installments,236.88,236.88,231.5,5.38,3.0,78.96,78.96,0.96,36.15,0.051,False
TXN_00000214,ORD_00000214,MERCH_0013,CUST_003483,2024-03-17,2024-03-17 18:51:59,settled,bnpl_4installments,508.75,508.75,484.23,24.52,4.0,127.19,127.19,0.65,27.77,0.0,False
TXN_00000215,ORD_00000215,MERCH_0010,CUST_002177,2024-05-16,2024-05-16 09:34:14,settled,bnpl_4installments,133.61,133.61,130.2,3.41,4.0,33.4,33.4,0.19,12.33,0.365,False
TXN_00000216,ORD_00000216,MERCH_0004,CUST_001360,2024-04-01,2024-04-01 21:09:04,settled,bnpl_3installments,81.8,81.8,77.93,3.87,3.0,27.27,27.27,0.2,23.5,0.247,False
TXN_00000217,ORD_00000217,MERCH_0037,CUST_002365,2024-02-17,2024-02-17 20:19:38,failed,bnpl_3installments,51.27,51.27,49.06,2.21,3.0,17.09,17.09,,,0.225,False
TXN_00000218,ORD_00000218,MERCH_0020,CUST_003298,2024-05-31,2024-05-31 15:07:29,settled,bnpl_4installments,97.09,97.09,94.2,2.89,4.0,24.27,24.27,0.48,33.09,0.323,False
TXN_00000219,ORD_00000219,MERCH_0032,CUST_003587,2024-03-23,2024-03-23 12:32:34,settled,bnpl_4installments,66.31,66.31,64.59,1.72,4.0,16.58,16.58,0.49,8.03,0.322,False
TXN_00000220,ORD_00000220,MERCH_0028,CUST_002641,2024-04-24,2024-04-24 09:38:02,settled,bnpl_3installments,50.0,50.0,47.8,2.2,3.0,16.67,16.67,1.66,28.64,0.377,False
TXN_00000221,ORD_00000221,MERCH_0006,CUST_001876,2024-03-27,2024-03-27 17:16:01,settled,bnpl_3installments,140.54,140.54,134.93,5.61,3.0,46.85,46.85,1.47,23.82,0.493,False
TXN_00000222,ORD_00000222,MERCH_0037,CUST_004810,2024-05-20,2024-05-20 18:53:55,settled,bnpl_3installments,61.63,61.63,58.97,2.66,3.0,20.54,20.54,0.36,41.08,0.356,False
TXN_00000223,ORD_00000223,MERCH_0018,CUST_004721,2024-05-11,2024-05-11 08:48:43,settled,bnpl_4installments,148.54,148.54,144.69,3.85,4.0,37.13,37.13,1.58,32.73,0.0,False
TXN_00000224,ORD_00000224,MERCH_0012,CUST_003855,2024-06-16,2024-06-16 08:48:48,settled,card,364.36,364.36,348.58,15.78,,,,0.49,7.83,0.327,False
TXN_00000225,ORD_00000225,MERCH_0018,CUST_001487,2024-04-01,2024-04-01 16:41:28,settled,bnpl_4installments,137.62,137.62,134.06,3.56,4.0,34.41,34.41,1.32,20.34,0.295,False
TXN_00000226,ORD_00000226,MERCH_0032,CUST_000748,2024-03-08,2024-03-08 17:27:40,settled,bnpl_4installments,172.92,172.92,168.42,4.5,4.0,43.23,43.23,1.67,24.68,0.21,False
TXN_00000227,ORD_00000227,MERCH_0022,CUST_002631,2024-03-01,2024-03-01 15:22:26,settled,bnpl_4installments,50.0,50.0,48.6,1.4,4.0,12.5,12.5,1.24,35.39,0.781,False
TXN_00000228,ORD_00000228,MERCH_0011,CUST_002702,2024-04-28,2024-04-28 18:06:54,settled,bnpl_4installments,120.73,120.73,114.8,5.93,4.0,30.18,30.18,1.32,40.16,0.407,False
TXN_00000229,ORD_00000229,MERCH_0019,CUST_003281,2024-03-03,2024-03-03 14:44:31,settled,bnpl_4installments,50.0,50.0,48.93,1.07,4.0,12.5,12.5,0.66,1.92,0.363,False
TXN_00000230,ORD_00000230,MERCH_0003,CUST_003726,2024-05-17,2024-05-17 21:48:35,captured,bnpl_4installments,50.0,50.0,48.95,1.05,4.0,12.5,12.5,1.33,,0.651,False
TXN_00000231,ORD_00000231,MERCH_0021,CUST_000950,2024-03-10,2024-03-10 09:20:16,settled,bnpl_3installments,161.64,161.64,156.52,5.12,3.0,53.88,53.88,0.44,5.36,0.599,False
TXN_00000232,ORD_00000232,MERCH_0033,CUST_000010,2024-05-25,2024-05-25 20:25:55,settled,bnpl_3installments,73.36,73.36,71.88,1.48,3.0,24.45,24.45,0.77,34.17,0.358,False
TXN_00000233,ORD_00000233,MERCH_0030,CUST_003386,2024-05-14,2024-05-14 18:55:34,settled,bnpl_3installments,223.89,223.89,212.79,11.1,3.0,74.63,74.63,1.57,46.42,0.705,False
TXN_00000234,ORD_00000234,MERCH_0024,CUST_004084,2024-03-29,2024-03-29 08:12:33,settled,bnpl_4installments,209.53,209.53,203.1,6.43,4.0,52.38,52.38,0.93,2.22,0.24,False
TXN_00000235,ORD_00000235,MERCH_0004,CUST_001668,2024-02-28,2024-02-28 18:28:48,settled,card,61.06,61.06,58.17,2.89,,,,0.53,30.91,0.109,False
TXN_00000236,ORD_00000236,MERCH_0019,CUST_003590,2024-04-28,2024-04-28 12:35:08,settled,bnpl_4installments,327.24,327.24,320.24,7.0,4.0,81.81,81.81,1.53,3.8,0.3,False
TXN_00000237,ORD_00000237,MERCH_0008,CUST_000237,2024-03-17,2024-03-17 22:44:31,settled,bnpl_4installments,112.27,112.27,108.27,4.0,4.0,28.07,28.07,0.38,43.06,0.282,False
TXN_00000238,ORD_00000238,MERCH_0016,CUST_001298,2024-05-02,2024-05-02 18:38:51,refunded,bnpl_3installments,144.26,144.26,137.38,6.88,3.0,48.09,48.09,,,0.224,False
TXN_00000239,ORD_00000239,MERCH_0036,CUST_003343,2024-04-19,2024-04-19 12:35:00,settled,bnpl_3installments,192.82,192.82,184.74,8.08,3.0,64.27,64.27,1.72,20.24,0.456,False
TXN_00000240,ORD_00000240,MERCH_0008,CUST_003781,2024-04-02,2024-04-02 09:14:53,settled,card,50.0,50.0,48.22,1.78,,,,1.73,15.29,0.296,False
TXN_00000241,ORD_00000241,MERCH_0010,CUST_004083,2024-04-27,2024-04-27 09:41:53,settled,bnpl_3installments,318.62,318.62,310.5,8.12,3.0,106.21,106.21,1.49,13.77,0.231,False
TXN_00000242,ORD_00000242,MERCH_0033,CUST_002240,2024-03-28,2024-03-28 22:45:18,settled,bnpl_3installments,136.56,136.56,133.8,2.76,3.0,45.52,45.52,0.62,20.98,0.191,False
TXN_00000243,ORD_00000243,MERCH_0031,CUST_001997,2024-05-31,2024-05-31 14:53:30,settled,bnpl_4installments,822.37,822.37,786.84,35.53,4.0,205.59,205.59,1.34,45.76,0.351,False
TXN_00000244,ORD_00000244,MERCH_0025,CUST_001562,2024-01-29,2024-01-29 15:35:09,settled,bnpl_4installments,195.46,195.46,189.91,5.55,4.0,48.87,48.87,1.91,30.5,0.468,False
TXN_00000245,ORD_00000245,MERCH_0009,CUST_000572,2024-05-16,2024-05-16 22:38:32,settled,bnpl_3installments,360.87,360.87,347.73,13.14,3.0,120.29,120.29,0.69,28.04,0.275,False
TXN_00000246,ORD_00000246,MERCH_0027,CUST_002785,2024-04-07,2024-04-07 12:49:50,settled,card,110.61,110.61,107.93,2.68,,,,1.43,17.22,0.172,False
TXN_00000247,ORD_00000247,MERCH_0018,CUST_000022,2024-04-09,2024-04-09 22:50:32,settled,bnpl_4installments,132.59,132.59,129.16,3.43,4.0,33.15,33.15,1.78,14.55,0.484,False
TXN_00000248,ORD_00000248,MERCH_0038,CUST_004751,2024-04-22,2024-04-22 12:46:19,settled,bnpl_4installments,107.96,107.96,105.56,2.4,4.0,26.99,26.99,1.62,12.44,0.454,False
TXN_00000249,ORD_00000249,MERCH_0010,CUST_003659,2024-01-16,2024-01-16 18:31:55,settled,bnpl_4installments,438.76,438.76,427.57,11.19,4.0,109.69,109.69,1.89,2.09,0.302,False
TXN_00000250,ORD_00000250,MERCH_0022,CUST_004522,2024-01-30,2024-01-30 16:30:22,settled,bnpl_4installments,50.0,50.0,48.6,1.4,4.0,12.5,12.5,0.56,23.31,0.41,False
TXN_00000251,ORD_00000251,MERCH_0030,CUST_002637,2024-06-05,2024-06-05 20:34:24,settled,bnpl_3installments,60.66,60.66,57.65,3.01,3.0,20.22,20.22,0.53,39.6,0.478,False
TXN_00000252,ORD_00000252,MERCH_0016,CUST_004685,2024-05-15,2024-05-15 21:12:44,settled,card,148.24,148.24,141.17,7.07,,,,0.23,16.33,0.394,False
TXN_00000253,ORD_00000253,MERCH_0027,CUST_000358,2024-05-31,2024-05-31 14:14:54,settled,bnpl_4installments,66.41,66.41,64.8,1.61,4.0,16.6,16.6,1.39,4.17,0.533,False
TXN_00000254,ORD_00000254,MERCH_0025,CUST_003163,2024-04-26,2024-04-26 13:47:30,settled,bnpl_3installments,66.21,66.21,64.33,1.88,3.0,22.07,22.07,0.37,26.14,0.191,False
TXN_00000255,ORD_00000255,MERCH_0010,CUST_004058,2024-05-29,2024-05-29 18:50:52,authorized,bnpl_4installments,50.0,50.0,48.73,1.27,4.0,12.5,12.5,,,0.225,False
TXN_00000256,ORD_00000256,MERCH_0038,CUST_002720,2024-06-05,2024-06-05 08:08:32,settled,bnpl_4installments,181.51,181.51,177.48,4.03,4.0,45.38,45.38,0.91,40.72,0.282,False
TXN_00000257,ORD_00000257,MERCH_0029,CUST_000817,2024-01-31,2024-01-31 21:06:55,settled,bnpl_4installments,118.05,118.05,115.43,2.62,4.0,29.51,29.51,0.75,23.44,0.331,False
TXN_00000258,ORD_00000258,MERCH_0001,CUST_001181,2024-05-25,2024-05-25 16:58:29,settled,bnpl_4installments,141.3,141.3,137.95,3.35,4.0,35.33,35.33,1.59,7.08,0.243,False
TXN_00000259,ORD_00000259,MERCH_0010,CUST_000613,2024-03-12,2024-03-12 14:55:41,settled,bnpl_4installments,50.0,50.0,48.73,1.27,4.0,12.5,12.5,0.35,5.9,0.239,False
TXN_00000260,ORD_00000260,MERCH_0022,CUST_003257,2024-02-06,2024-02-06 15:50:16,settled,card,50.0,50.0,48.6,1.4,,,,1.27,45.89,0.356,False
TXN_00000261,ORD_00000261,MERCH_0022,CUST_004372,2024-03-14,2024-03-14 18:05:54,settled,bnpl_4installments,343.3,343.3,333.65,9.65,4.0,85.83,85.83,0.12,20.36,0.369,False
TXN_00000262,ORD_00000262,MERCH_0032,CUST_004433,2024-04-03,2024-04-03 14:20:40,settled,card,1904.78,1904.78,1855.26,49.52,,,,1.98,5.16,0.158,False
TXN_00000263,ORD_00000263,MERCH_0016,CUST_002355,2024-01-20,2024-01-20 08:39:04,settled,bnpl_4installments,64.77,64.77,61.68,3.09,4.0,16.19,16.19,1.6,13.2,0.658,True
TXN_00000264,ORD_00000264,MERCH_0028,CUST_000807,2024-02-17,2024-02-17 11:47:05,settled,card,78.92,78.92,75.44,3.48,,,,0.17,25.04,0.252,False
TXN_00000265,ORD_00000265,MERCH_0007,CUST_003635,2024-05-28,2024-05-28 20:40:45,settled,bnpl_4installments,77.72,77.72,75.44,2.28,4.0,19.43,19.43,1.25,28.66,0.405,False
TXN_00000266,ORD_00000266,MERCH_0002,CUST_000377,2024-02-10,2024-02-10 10:44:19,settled,bnpl_3installments,50.0,50.0,48.26,1.74,3.0,16.67,16.67,1.95,6.48,0.031,False
TXN_00000267,ORD_00000267,MERCH_0019,CUST_002937,2024-02-06,2024-02-06 13:50:03,settled,bnpl_4installments,164.66,164.66,161.14,3.52,4.0,41.16,41.16,1.98,22.28,0.831,False
TXN_00000268,ORD_00000268,MERCH_0016,CUST_004352,2024-04-04,2024-04-04 13:27:09,settled,bnpl_4installments,50.0,50.0,47.62,2.38,4.0,12.5,12.5,1.79,10.34,0.275,False
TXN_00000269,ORD_00000269,MERCH_0012,CUST_001393,2024-02-04,2024-02-04 14:36:43,settled,bnpl_3installments,55.55,55.55,53.14,2.41,3.0,18.52,18.52,0.47,31.07,0.617,False
TXN_00000270,ORD_00000270,MERCH_0025,CUST_001973,2024-05-06,2024-05-06 10:05:39,settled,bnpl_3installments,50.0,50.0,48.58,1.42,3.0,16.67,16.67,0.27,46.01,0.259,False
